City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
300,Acapulco de Juarez,75,MX,1580932457,70,16.86,-99.89,84.2,6.93
301,Yaan,12,NG,1580932475,11,7.38,8.57,79.92,3.31
302,Deep River,20,CA,1580932478,48,46.1,-77.5,21.99,1.68
303,Karasjok,90,NO,1580932479,85,69.47,25.51,19.4,49.44
304,Norfolk,90,US,1580932481,51,42.17,-71.25,41.0,6.93
305,Beringovskiy,100,RU,1580932482,99,63.05,179.32,-19.57,23.44
306,Spisska Nova Ves,20,SK,1580932483,30,48.94,20.56,32.0,23.04
307,Monrovia,20,LR,1580932484,83,6.3,-10.8,80.6,3.36
308,Hualmay,42,PE,1580932485,61,-11.1,-77.61,77.79,10.29
309,Arman,100,RU,1580932486,75,59.7,150.17,-6.25,11.07
310,Bayir,75,TR,1580932488,66,37.27,28.22,55.4,9.17
311,Kushmurun,0,KZ,1580932489,88,52.45,64.63,16.75,13.71
312,Camacha,20,PT,1580932490,88,33.08,-16.33,66.2,8.05
313,Jutai,94,BR,1580932491,54,-5.18,-68.9,89.44,5.88
314,San Mateo del Mar,0,MX,1580932492,80,16.2,-95.0,80.91,16.17
315,Atar,0,MR,1580932494,9,20.52,-13.05,67.69,6.46
316,Zelenokumsk,100,RU,1580932495,80,44.41,43.88,33.8,4.47
317,Mattersburg,75,AT,1580932496,59,47.73,16.4,36.0,16.11
318,Imbituba,75,BR,1580932497,94,-28.24,-48.67,78.8,14.99
319,Srandakan,93,ID,1580932501,93,-7.94,110.25,74.52,2.3
320,Khor,98,RU,1580932502,98,47.89,134.95,-14.76,9.13
321,Esim,0,GH,1580932503,81,4.87,-2.24,78.82,3.13
322,Inirida,76,CO,1580932504,46,3.87,-67.92,92.62,1.5
323,Raudeberg,75,NO,1580932505,93,61.99,5.14,43.0,12.75
324,Leningradskiy,100,RU,1580932507,96,69.38,178.42,-22.63,17.34
325,Ambilobe,100,MG,1580932508,89,-13.2,49.05,75.0,2.68
326,Pandamatenga,26,BW,1580932509,91,-18.53,25.63,67.26,4.5
327,Neyshabur,0,IR,1580932510,69,36.21,58.8,34.11,2.86
328,Christchurch,0,NZ,1580932511,87,-43.53,172.63,64.99,2.24
329,Vao,10,NC,1580932512,80,-22.67,167.48,79.74,21.3
330,Damghan,0,IR,1580932514,51,36.17,54.35,39.49,2.13
331,Castro,0,BR,1580932516,95,-24.79,-50.01,70.03,4.81
332,Oxapampa,100,PE,1580932517,96,-10.58,-75.4,60.03,3.04
333,Opmeer,90,NL,1580932518,87,52.71,4.94,45.0,8.05
334,Faya,8,SA,1580932520,87,18.39,42.45,57.2,5.82
335,Markala,23,ML,1580932521,10,13.7,-6.07,74.91,9.75
336,Sur,12,OM,1580932522,66,22.57,59.53,65.14,3.58
337,Kaita,75,JP,1580932524,69,34.37,132.55,36.0,3.36
338,Tucupita,100,VE,1580932525,55,9.06,-62.05,85.75,4.47
339,Mancio Lima,75,BR,1580932527,70,-7.61,-72.9,91.4,5.82
340,Husainabad,0,IN,1580932529,59,24.53,84.02,55.08,2.48
341,Capao Bonito,2,BR,1580932360,92,-24.01,-48.35,73.24,6.17
342,Mae Tha,8,TH,1580932531,72,18.46,99.14,73.0,2.24
343,Tabou,6,CI,1580932533,87,4.42,-7.35,77.14,3.24
344,Terrace,90,CA,1580932534,100,54.52,-128.6,39.0,12.75
345,Vizinga,100,RU,1580932535,94,61.07,50.1,1.36,6.85
346,Palasa,86,IN,1580932536,82,18.77,84.42,72.03,1.19
347,Najran,4,SA,1580932537,46,17.49,44.13,69.8,3.0
348,Ciudad Bolivar,1,VE,1580932336,29,8.12,-63.55,93.9,10.27
349,Resistencia,20,AR,1580932540,50,-27.46,-58.98,96.8,11.41
350,Hanna,13,CA,1580932542,69,51.63,-111.9,35.01,11.01
351,Aksarka,100,RU,1580932543,95,66.56,67.8,18.93,12.75
352,Valdivia,75,CL,1580932544,45,-39.81,-73.25,64.4,10.29
353,Dori,69,BF,1580932546,13,14.04,-0.03,70.72,9.08
354,Trudarmeyskiy,21,RU,1580932547,96,54.13,86.41,16.2,3.85
355,Amarante do Maranhao,100,BR,1580932548,95,-5.57,-46.74,74.25,3.29
356,Qatana,0,SY,1580932549,75,33.44,36.08,59.0,5.82
357,Enid,75,US,1580932551,50,36.4,-97.88,34.0,14.99
358,Cham,0,CH,1580932419,67,47.18,8.46,36.0,1.12
359,Anadyr,0,RU,1580932443,73,64.75,177.48,-31.0,2.24
360,Salinopolis,100,BR,1580932554,79,-0.61,-47.36,81.23,22.37
361,Chimbote,3,PE,1580932555,56,-9.09,-78.58,81.12,12.21
362,Bradford,20,GB,1580932556,93,53.79,-1.75,42.01,9.17
363,Fjerritslev,81,DK,1580932558,88,57.08,9.27,44.01,18.99
364,Caledon,98,ZA,1580932559,99,-34.23,19.43,64.99,5.91
365,College,20,US,1580932560,76,64.86,-147.8,10.0,1.59
366,Wana,23,PK,1580932561,29,32.3,69.57,29.8,4.99
367,Chissamba,84,AO,1580932563,96,-12.17,17.33,64.89,5.66
368,Gobabis,61,NA,1580932564,69,-22.45,18.97,69.62,5.26
369,Shimoda,8,JP,1580932565,50,34.67,138.95,39.99,3.0
370,Handa,20,JP,1580932566,64,34.88,136.93,39.2,24.16
371,Bengkulu,99,ID,1580932567,91,-3.8,102.27,72.93,3.49
372,Quesnel,75,CA,1580932569,89,53.0,-122.5,32.0,9.17
373,Huilong,100,CN,1580932570,76,31.81,121.66,43.0,3.0
374,Nakhon Thai,48,TH,1580932571,66,17.1,100.84,73.99,2.59
375,Podgornoye,100,RU,1580932572,85,51.73,39.15,19.4,6.71
376,Matara,80,LK,1580932573,90,5.95,80.54,72.5,7.58
377,Keningau,75,MY,1580932575,88,5.34,116.16,77.0,2.68
378,Marigot,75,MF,1580932420,66,18.07,-63.08,84.2,12.75
379,Domoni,89,KM,1580932577,62,-12.26,44.53,84.09,1.74
380,Verkhnyaya Inta,100,RU,1580932578,98,65.98,60.31,-3.41,4.25
381,Jevnaker,100,NO,1580932579,80,60.24,10.38,42.01,10.29
382,Youkounkoun,0,GN,1580932582,7,12.53,-13.13,80.31,5.32
383,Sisimiut,95,GL,1580932583,87,66.94,-53.67,5.92,4.63
384,Mlimba,100,TZ,1580932584,95,-8.8,35.82,72.66,0.78
385,Iquique,1,CL,1580932359,50,-20.22,-70.14,77.0,17.22
386,Amarillo,1,US,1580932587,58,35.22,-101.83,30.2,8.05
387,Khani,75,GE,1580932588,50,41.96,42.96,53.6,14.99
388,Trat,32,TH,1580932589,93,12.5,102.5,71.1,1.61
389,Miyako,2,JP,1580932590,60,39.64,141.95,20.43,10.11
390,Alice Town,87,BS,1580932591,75,25.72,-79.3,74.61,14.43
391,Talara,0,PE,1580932592,100,-4.58,-81.27,62.6,12.75
392,Verkhneyarkeyevo,100,RU,1580932594,91,55.45,54.31,19.22,14.54
393,Puerto Leguizamo,84,CO,1580932595,34,-0.19,-74.78,93.88,5.19
394,Jamkhed,0,IN,1580932596,48,18.74,75.31,69.03,4.0
395,Narsaq,75,GL,1580932597,32,60.92,-46.05,39.2,13.87
396,Shiyan,100,CN,1580932598,97,32.65,110.78,34.75,3.67
397,Cidreira,0,BR,1580932599,84,-30.18,-50.21,77.0,25.64
398,Ngunguru,22,NZ,1580932601,64,-35.62,174.5,64.99,3.0
399,Jumla,0,NP,1580932603,30,29.27,82.18,24.53,5.12
400,Volodarka,99,UA,1580932604,62,49.52,29.91,27.1,18.77
401,Sao Joao da Barra,100,BR,1580932605,66,-21.64,-41.05,84.2,18.34
402,Tigzirt,90,DZ,1580932607,58,36.89,4.12,54.36,5.21
403,Koutsouras,33,GR,1580932608,56,35.03,25.95,55.0,11.01
404,Sutysky,69,UA,1580932609,72,49.04,28.42,28.0,11.99
405,Yulara,0,AU,1580932611,25,-25.24,130.99,75.2,8.05
406,Otjimbingwe,12,NA,1580932614,57,-22.35,16.13,73.29,6.06
407,Sechura,20,PE,1580932615,88,-5.56,-80.82,73.26,19.08
408,Agadez,0,NE,1580932616,31,19.75,10.25,57.09,2.28
409,Ilulissat,40,GL,1580932618,66,69.22,-51.1,15.8,4.7
410,Manggar,100,ID,1580932619,81,-2.88,108.27,81.01,18.61
411,Maragogi,97,BR,1580932620,78,-9.01,-35.22,81.73,14.2
412,Chakradharpur,100,IN,1580932621,55,22.7,85.63,58.51,1.5
413,Vostok,100,RU,1580932622,97,46.49,135.88,-17.72,5.46
414,Marzuq,0,YE,1580932623,65,14.4,46.47,64.72,5.28
415,Hay River,90,CA,1580932538,84,60.82,-115.8,3.2,6.93
416,Lavrentiya,38,RU,1580932626,95,65.58,-171.0,-25.73,10.69
417,Karratha,100,AU,1580932627,70,-20.74,116.85,85.59,8.75
418,Buchanan,20,LR,1580932628,83,5.88,-10.05,80.6,3.36
419,Bandarbeyla,0,SO,1580932629,71,9.49,50.81,76.59,18.37
420,Nador,40,MA,1580932631,82,35.17,-2.93,59.0,9.17
421,Beloha,22,MG,1580932632,85,-25.17,45.05,73.89,11.14
422,Seoul,1,KR,1580932532,77,37.57,126.98,14.0,2.24
423,Novyy Urengoy,100,RU,1580932634,94,66.08,76.63,32.07,18.57
424,Mildura,90,AU,1580932635,45,-34.2,142.15,68.0,9.17
425,Calvinia,0,ZA,1580932638,30,-31.47,19.78,67.59,9.75
426,Kaohsiung,20,TW,1580932639,72,22.62,120.31,62.6,5.82
427,Jieshi,11,CN,1580932641,77,22.81,115.83,60.01,12.41
428,Todos Santos,20,MX,1580932642,45,23.45,-110.22,69.01,11.41
429,Sainte-Suzanne,90,RE,1580932643,74,-20.91,55.61,78.8,16.11
430,Cabo San Lucas,5,MX,1580932645,45,22.89,-109.91,69.01,11.41
431,Santo Antonio do Leverger,75,BR,1580932646,66,-15.87,-56.08,84.2,18.34
432,Chernushka,100,RU,1580932647,95,56.51,56.08,18.57,10.42
433,Arrecife,0,ES,1580932648,68,28.96,-13.55,73.4,3.36
434,Beitbridge,77,ZW,1580932653,36,-22.22,30.0,83.75,13.06
435,Cayenne,75,GF,1580932655,66,4.93,-52.33,84.2,12.75
436,Blyth,20,GB,1580932656,86,55.13,-1.51,42.01,11.41
437,Smidovich,0,RU,1580932657,89,48.6,133.82,-15.56,7.83
438,Chu,100,KZ,1580932658,49,43.6,73.76,30.0,4.0
439,Fairbanks,20,US,1580932540,76,64.84,-147.72,10.0,1.12
440,Buala,100,SB,1580932662,80,-8.14,159.59,82.24,12.93
441,Flinders,75,AU,1580932663,100,-34.58,150.86,68.0,15.19
442,Verkhniy Avzyan,100,RU,1580932664,92,53.53,57.54,16.36,10.47
443,Cardston,75,CA,1580932665,47,49.2,-113.3,37.4,27.51
444,Caxito,20,AO,1580932667,83,-8.58,13.66,80.6,3.36
445,Tabuk,88,PH,1580932668,89,17.42,121.44,67.53,4.92
446,Great Falls,1,US,1580932669,41,47.5,-111.3,43.0,19.46
447,Koungou,100,YT,1580932670,94,-12.73,45.2,80.6,2.24
448,Lakatoro,90,VU,1580932672,94,-16.1,167.42,78.8,6.93
449,Altay,100,CN,1580932673,80,47.87,88.12,17.33,1.68
450,Qinhuangdao,0,CN,1580932674,63,39.93,119.59,9.23,3.83
451,Cap Malheureux,75,MU,1580932675,94,-19.98,57.61,78.8,12.75
452,Misratah,91,LY,1580932676,50,32.38,15.09,58.33,29.46
453,Vila do Maio,0,CV,1580932677,47,15.13,-23.22,78.8,18.34
454,Kargasok,100,RU,1580932679,91,59.06,80.86,30.42,15.28
455,Payson,90,US,1580932680,62,40.04,-111.73,28.0,4.94
456,Karasuk,42,RU,1580932683,94,53.74,78.04,18.48,10.49
457,Lensk,100,RU,1580932684,98,60.73,114.93,-4.92,4.14
458,Tete,40,MZ,1580932686,94,-16.16,33.59,80.6,2.06
459,Khorinsk,100,RU,1580932687,98,52.17,109.77,-8.81,2.08
460,Ciudad Lazaro Cardenas,37,MX,1580932519,56,17.96,-102.2,84.18,11.21
461,Saint-Augustin,0,CA,1580932689,76,51.23,-58.65,9.68,18.23
462,Berezovyy,96,RU,1580932690,90,51.67,135.7,-12.48,3.47
463,Port-Gentil,40,GA,1580932692,83,-0.72,8.78,84.2,8.05
464,Porto-Novo,20,BJ,1580932693,83,6.5,2.6,84.2,9.17
465,Berdigestyakh,6,RU,1580932694,100,62.1,126.7,-38.16,1.3
466,Koutiala,35,ML,1580932695,10,12.39,-5.46,72.18,8.25
467,Usak,96,TR,1580932696,51,38.5,29.42,46.0,3.0
468,Linfen,100,CN,1580932697,72,36.09,111.52,33.8,3.98
469,Tazovsky,100,RU,1580932699,95,67.47,78.7,25.47,14.67
470,Bafra,100,TR,1580932700,34,41.57,35.91,64.4,13.87
471,Marystown,15,CA,1580932701,62,47.17,-55.15,27.39,27.47
472,Waipawa,0,NZ,1580932703,67,-41.41,175.52,63.0,14.99
473,General Roca,27,AR,1580932705,23,-39.03,-67.58,77.0,9.17
474,Clyde River,1,CA,1580932706,75,70.47,-68.59,-14.8,23.04
475,Gao,70,ML,1580932707,14,16.64,1.64,70.36,11.45
476,Kamaishi,2,JP,1580932708,60,39.27,141.88,20.43,10.11
477,Vestmannaeyjar,100,IS,1580932709,92,63.44,-20.27,47.19,28.81
478,Les Escoumins,4,CA,1580932710,84,48.11,-69.02,3.69,8.86
479,Nhulunbuy,84,AU,1580932517,88,-12.23,136.77,78.8,3.36
480,Ukiah,67,US,1580932714,48,39.15,-123.21,62.01,3.78
481,Tumpat,20,MY,1580932716,88,6.2,102.17,77.0,1.12
482,Panaba,63,MX,1580932717,52,21.28,-88.27,87.85,11.92
483,Hacari,99,CO,1580932718,46,8.32,-73.15,82.76,3.18
484,Sao Felix do Xingu,100,BR,1580932719,95,-6.64,-51.99,78.39,2.42
485,Nova Varos,100,RS,1580932720,100,43.46,19.81,23.0,19.46
486,Tuatapere,81,NZ,1580932721,87,-46.13,167.68,52.0,10.0
487,Marsabit,100,KE,1580932723,44,2.33,37.99,79.0,13.6
488,Utiel,40,ES,1580932724,82,39.57,-1.2,55.4,2.33
489,Teguise,0,ES,1580932725,68,29.06,-13.56,69.8,3.36
490,Dukat,100,RU,1580932727,97,62.55,155.55,-26.99,5.08
491,Juneau,90,US,1580932507,86,58.3,-134.42,39.99,9.17
492,Oued Meliz,40,TN,1580932730,58,36.47,8.55,55.4,10.29
493,Sabha,0,LY,1580932731,33,27.04,14.43,62.42,10.76
494,Ponta Delgada,40,PT,1580932733,82,37.73,-25.67,60.8,9.17
495,Rocha,11,UY,1580932734,57,-34.48,-54.33,84.78,17.76
496,Novikovo,100,RU,1580932736,74,51.15,37.89,25.59,12.48
497,Vila Velha,75,BR,1580932738,74,-20.33,-40.29,84.2,18.34
498,Kununurra,86,AU,1580932739,88,-15.77,128.73,78.8,1.12
499,Chumikan,19,RU,1580932740,85,54.72,135.31,-12.6,9.06
500,Henderson,1,US,1580932606,19,36.04,-114.98,48.99,8.05
501,Tomatlan,100,MX,1580932743,76,19.93,-105.25,75.25,2.33
502,Sao Jose da Coroa Grande,97,BR,1580932744,78,-8.9,-35.15,81.73,14.2
503,Pyapon,0,MM,1580932745,71,16.28,95.68,62.22,7.56
504,Caucaia,40,BR,1580932747,69,-3.74,-38.65,82.4,2.24
505,Thai Binh,75,VN,1580932748,93,20.45,106.33,64.4,2.24
506,Gambela,7,ET,1580932749,42,8.25,34.58,78.84,1.25
507,Milas,75,TR,1580932750,66,37.32,27.78,55.4,9.17
508,Waitara,3,NZ,1580932751,68,-38.92,174.25,63.0,4.0
509,Celendin,98,PE,1580932753,59,-6.87,-78.15,68.5,9.69
510,Yinchuan,0,CN,1580932604,50,38.47,106.27,23.59,1.61
511,Sitka,75,US,1580932756,86,57.05,-135.33,39.2,13.87
512,Casambalangan,39,PH,1580932757,79,18.38,122.13,75.0,19.42
513,Batemans Bay,100,AU,1580932758,94,-35.72,150.18,66.0,1.99
514,Mineros,75,BO,1580932759,78,-17.12,-63.23,80.6,19.46
515,Peniche,67,PT,1580932761,76,39.36,-9.38,64.0,9.73
516,Bud,90,US,1580932762,74,39.45,-86.18,37.99,12.75
517,Tambun,40,ID,1580932763,88,-6.26,107.07,79.0,2.24
518,Gizo,100,SB,1580932764,85,-8.1,156.84,79.36,9.91
519,Moose Jaw,90,CA,1580932521,73,50.4,-105.53,26.6,10.29
520,Opuwo,98,NA,1580932766,63,-18.06,13.84,71.71,6.42
521,Camocim,100,BR,1580932768,95,-2.9,-40.84,72.05,2.46
522,Srednekolymsk,8,RU,1580932769,99,67.45,153.68,-35.72,3.22
523,Sweetwater,75,US,1580932770,61,25.76,-80.37,82.0,10.29
524,Oga,68,IT,1580932771,61,46.46,10.35,21.2,8.05
525,Leh,100,IN,1580932772,56,34.17,77.58,-6.95,4.27
526,Batagay-Alyta,26,RU,1580932773,94,67.8,130.41,-29.81,2.33
527,Nizwa,67,OM,1580932775,47,22.93,57.53,59.16,1.72
528,Mayumba,0,GA,1580932776,74,-3.43,10.66,82.98,7.54
529,Manzhouli,99,CN,1580932777,95,49.6,117.43,-15.86,1.77
530,Mackay,40,AU,1580932779,88,-21.15,149.2,75.2,6.93
531,Dire,0,ML,1580932780,8,12.28,-10.97,77.95,5.37
532,Kurumkan,79,RU,1580932781,86,54.3,110.3,-12.87,1.86
533,Inhambane,20,MZ,1580932782,78,-23.86,35.38,82.4,6.93
534,Viransehir,3,TR,1580932783,84,37.24,39.76,43.39,12.53
535,Glenwood Springs,90,US,1580932674,43,39.55,-107.32,19.0,4.7
536,Kamina,100,CD,1580932787,93,-8.74,24.99,64.42,2.42
537,Lethem,67,GY,1580932788,29,3.38,-59.8,94.44,18.5
538,Talcahuano,0,CL,1580932738,45,-36.72,-73.12,68.0,17.22
539,Katsuura,75,JP,1580932790,44,35.13,140.3,37.99,25.28
540,Poltavka,100,RU,1580932792,97,54.37,71.76,32.56,18.7
541,Pinar del Rio,23,CU,1580932794,70,22.42,-83.7,81.45,15.77
542,Luchegorsk,100,RU,1580932795,97,46.48,134.26,-10.79,8.03
543,Olafsvik,100,IS,1580932796,96,64.89,-23.71,42.26,21.59
544,Caboolture,75,AU,1580932798,94,-27.08,152.95,70.0,6.93
545,Luganville,90,VU,1580932799,94,-15.53,167.17,78.8,6.93
546,Sanchor,0,IN,1580932800,37,24.76,71.77,57.97,9.62
547,Virginia Beach,90,US,1580932581,87,36.85,-75.98,57.2,6.93
548,Ostrovnoy,80,RU,1580932803,96,68.05,39.51,2.55,15.37
549,Sioux Lookout,90,CA,1580932804,67,50.1,-91.92,21.2,11.41
550,Alekseyevka,100,RU,1580932806,68,50.63,38.69,27.43,13.69
551,Bilma,0,NE,1580932807,24,18.69,12.92,57.45,3.38
552,Ushtobe,94,KZ,1580932809,62,45.25,77.98,29.35,5.3
553,Tupik,33,RU,1580932811,91,54.43,119.93,-25.6,2.86
554,Kaeo,100,NZ,1580932812,87,-35.1,173.78,64.99,7.81
555,Sulangan,98,PH,1580932813,80,11.14,123.72,80.67,20.38
556,Siavonga,100,ZM,1580932814,87,-16.54,28.71,75.07,12.26
557,Visby,86,SE,1580932815,86,57.64,18.3,41.0,20.8
558,Gouyave,20,GD,1580932817,66,12.16,-61.73,84.2,18.34
559,Alice Springs,6,AU,1580932733,49,-23.7,133.88,71.6,5.82
560,Soe,59,ID,1580932819,75,-9.86,124.28,74.17,3.6
561,Malatya,90,TR,1580932820,86,38.5,38.0,41.0,2.24
562,Nemuro,51,JP,1580932821,65,43.32,145.57,20.14,21.03
563,Kanniyakumari,98,IN,1580932823,76,8.08,77.57,79.32,19.1
564,Sri Aman,94,MY,1580932824,100,1.24,111.46,75.2,2.59
565,Biak,21,ID,1580932825,78,-0.91,122.88,82.2,8.7
566,Qui Nhon,65,VN,1580932810,88,13.77,109.23,63.95,4.97
567,Pangody,100,RU,1580932827,95,65.85,74.49,31.33,18.86
568,Rudnogorsk,99,RU,1580932829,99,57.26,103.75,-2.25,2.77
569,Oktyabrskoye,100,RU,1580932830,60,43.06,44.74,38.82,3.4
570,Duku,64,NG,1580932831,10,11.24,4.91,75.22,6.6
571,Palembang,100,ID,1580932832,96,-2.92,104.75,74.41,3.0
572,Kalachinsk,100,RU,1580932833,90,55.05,74.58,26.58,15.82
573,Auki,100,SB,1580932836,80,-8.77,160.7,84.13,20.62
574,Yining,100,CN,1580932837,97,29.04,114.56,46.2,3.49
575,Caravelas,93,BR,1580932838,79,-17.71,-39.25,81.01,12.37
576,Boda,25,CF,1580932839,28,4.32,17.47,73.49,1.43
577,Korla,7,CN,1580932842,68,41.76,86.15,28.99,3.0
578,Bull Savanna,14,JM,1580932843,66,17.89,-77.59,78.03,15.46
579,Vitim,100,RU,1580932845,97,59.45,112.56,0.12,5.68
580,Moranbah,11,AU,1580932848,83,-22.0,148.05,75.18,9.01
581,Iwanai,83,JP,1580932849,93,42.97,140.51,9.25,5.44
582,Broken Hill,0,AU,1580932850,48,-31.95,141.43,68.0,6.93
583,Ambulu,100,ID,1580932853,81,-8.35,113.61,81.27,6.29
584,Cabimas,91,VE,1580932854,55,10.39,-71.44,85.5,11.52
585,At-Bashi,100,KG,1580932855,41,41.17,75.81,1.65,1.66
586,Araouane,34,ML,1580932859,11,18.9,-3.53,73.74,7.81
587,Jalingo,44,NG,1580932860,15,8.88,11.37,75.76,4.0
588,Fray Bentos,96,UY,1580932862,47,-33.13,-58.3,93.0,4.0
589,Tamworth,85,GB,1580932863,86,52.63,-1.7,42.01,3.36
590,Kundiawa,95,PG,1580932864,95,-6.02,144.97,56.07,0.58
591,Meulaboh,93,ID,1580932865,77,4.14,96.13,81.57,6.44
592,Haines Junction,53,CA,1580932868,95,60.75,-137.51,20.98,9.4
593,Palmas Bellas,40,PA,1580932869,59,9.23,-80.09,89.6,14.99
594,Kidodi,98,TZ,1580932870,96,-7.6,37.0,68.76,4.21
595,Miles City,90,US,1580932871,43,46.41,-105.84,39.0,23.04
596,Porciuncula,100,BR,1580932872,94,-20.96,-42.04,72.52,3.51
597,Grand Island,40,US,1580932808,45,40.92,-98.34,33.01,5.68
598,Frontera,75,MX,1580932875,61,26.93,-101.45,50.0,6.93
599,Santa Rosa,75,PH,1580932876,78,14.31,121.11,78.8,2.24
600,Bonthe,0,SL,1580932879,83,7.53,-12.51,79.02,8.21
601,Cachira,20,CO,1580932880,52,7.74,-73.05,87.8,10.29
602,Lokhvytsya,100,UA,1580932881,78,50.37,33.26,25.65,13.87
